a,54,-2.12,-0.23,-2.62,0.946,-0.028,0.163,70.6,-1,8.3
a,47,-1.45,-1.57,-3.66,0.974,-0.01,0.184,72,-1,8.5
a,49,-3.28,-13.17,-1.77,1.079,0.021,0.044,74.8,-0.8,7.5
a,62,28.52,-23.06,-0.79,0.924,-0.095,0.112,77,-0.1,7.4
a,42,14.73,-64.99,27.04,1.507,0.041,-0.395,79,0.7,5
a,58,94.5,-148.97,106.63,1.647,-0.312,-0.527,87.7,6.2,11.2
a,41,113.73,-279.71,183.11,1.501,-0.558,-0.22,99.2,10.9,18.7
a,52,119.16,-340.26,224.55,1.15,-0.584,-0.114,108.7,10.5,25.1
a,52,114.46,-315.72,184.64,0.622,-0.574,-0.225,113.1,7.8,27.2
a,49,88.34,-266.59,99.86,0.302,-0.448,-0.273,111.8,3.2,23.3
a,57,34.5,-211.41,-7.02,0.091,-0.093,-0.4,107.1,2.4,8.6
a,41,-45.15,-131.95,-61.95,-0.028,0.273,-0.266,95,7.3,-1.4
a,50,-130.96,-66.33,-91.73,0.053,0.234,-0.119,98.3,0.8,-6
a,50,-228.44,-33.44,-113.03,0.211,0.156,-0.191,91.1,-4.7,-15.3
a,73,-285.14,72.58,-129.09,0.216,-0.005,-0.478,76.6,-21.8,-30.9
a,32,-296.67,87.41,-128.84,0.694,-0.112,-1.065,67.6,-27.3,-38.2
a,54,-175.03,38.83,-46.63,0.785,0.187,-2.182,65.5,-36.8,-40.8
a,62,62.03,69.53,11.97,0.651,-0.025,-2.163,61.2,-33,-40
a,51,232.26,-21.29,77.58,0.75,-0.161,-1.492,62.3,-21.1,-36.1
a,32,330.28,-57.97,126.29,0.376,-0.381,-0.909,57.7,-12.1,-36.1
a,53,339.8,-63.28,125.68,0.239,-0.561,-0.405,54.7,-2.5,-30.1
a,56,295.12,-19.4,75.5,0.061,-0.59,-0.05,48.3,-0.5,-22.7
a,43,175.19,70.32,43.03,0.152,-0.625,0.125,40.5,-4.9,-16.1
a,104,-29.03,8.13,63.72,0.209,-0.442,0.079,37.5,-16.2,-6.6
a,12,-227.7,93.27,63.6,0.096,-0.26,0.069,36.3,-18.9,-5.9
a,48,-320.54,54.27,68.97,0.282,0.032,-0.227,36.3,-28.4,-8
a,37,-315.59,86.38,74.1,0.101,0.11,-0.769,29.3,-32.8,-16.3
a,51,-199.02,99.44,57.38,0.104,0.111,-1.542,21.1,-35.9,-24
a,56,-39.47,49.82,23.32,-0.037,0.42,-1.863,18.3,-38.1,-22.7
a,65,126.24,53.42,-36.43,0.191,0.235,-1.591,14.9,-29.9,-25.1
a,32,245.2,9.35,-84.41,0.29,-0.031,-1.041,14.7,-19,-34.8
a,47,290.3,-26.54,-110.23,0.398,-0.32,-0.563,18.3,-8.3,-41.1
a,49,275.04,-94.59,-131.53,0.378,-0.646,-0.2,23.9,-4.1,-42.7
a,50,213.52,-89.53,-121.21,0.431,-0.977,0.077,27.7,-4.3,-40.8
a,50,138.51,-67.61,-100.4,0.54,-1.256,0.372,31,2.7,-45.8
a,50,21.44,13.93,-24.11,0.613,-1.297,0.414,30.3,3.7,-47
a,51,-95.68,96.45,67.02,0.667,-1.045,0.205,26.4,-9.4,-35.7
a,50,-189.98,116.04,102.54,0.593,-0.869,0.027,22.7,-24.4,-25.7
a,50,-232.16,47.31,110.48,0.423,-0.312,-0.635,21.9,-34,-24.8
a,50,-155.25,59.03,77.03,0.438,0.028,-0.924,19.9,-35.2,-27.4
a,50,-75.54,4.96,47.06,0.159,0.277,-0.891,18.2,-30.6,-31.9
a,50,-40.63,52.01,-25.2,0.083,0.094,-0.749,14.2,-26.7,-40.2
a,50,-42.58,186.41,-58.77,0.437,-0.178,-0.55,9.7,-26.6,-44.1
a,51,-50.82,275.04,-75.8,0.804,-0.391,-0.34,4.9,-28.4,-43.9
a,49,-89.7,229.26,-103.88,1.156,-0.509,-0.103,4.5,-31.5,-42.3
a,50,-99.16,153.27,-106.87,1.003,-0.52,-0.246,6.3,-35,-42.4
a,50,-97.15,149.55,-94.36,1.059,-0.43,-0.136,9,-37.1,-41
a,50,-78.66,158.89,-65.91,1.149,-0.269,-0.165,12.1,-36.9,-38.9
a,50,-42.58,72.52,-36.56,1.206,-0.264,-0.184,18.5,-35,-35.9
a,50,14.06,-4.32,2.14,1.074,0.034,-0.618,24.9,-28.9,-34.9
a,51,52.88,28.58,16.12,1.071,-0.099,0.099,32.3,-23.1,-28.2
a,52,2.34,-16.16,7.27,0.994,-0.098,0.037,40.8,-20.3,-23.3
a,49,1.42,-8.35,-7.87,1.054,-0.007,0.005,48.4,-17.3,-20.1
a,49,-0.9,-23.18,-8.97,0.966,-0.05,0.065,54.9,-15.2,-16.9
a,52,-3.22,-12.19,-9.15,0.966,-0.057,0.081,59.8,-13.6,-14
a,50,2.64,-9.94,-4.88,0.928,-0.028,0.063,64.2,-11.7,-11.6
a,53,2.83,1.29,-1.77,0.941,-0.009,0.066,67.4,-9.9,-9.3
a,46,3.19,2.76,0,0.987,-0.016,0.037,70.3,-8.4,-7.6
a,50,2.7,-0.17,-0.24,0.986,-0.003,0.029,73,-7.1,-6.2
a,50,2.52,-0.66,-1.71,0.963,-0.024,0.032,75.2,-6.1,-5.1
Next Letter: b,,,,,,,,,,
b,51,-4.44,0.07,-2.19,0.978,0.007,0.052,85.7,-0.1,1.9
b,51,-8.59,0.2,-3.35,0.992,0.037,0.042,85.8,-0.1,1.8
b,49,-8.77,-2.8,-0.91,0.986,0.027,-0.076,85.9,-0.2,0.9
b,50,13.75,-9.45,10.81,1.055,-0.036,-0.294,84.5,0.1,-1.1
b,65,76.19,-49.91,58.17,1.52,0.093,-0.481,87.8,5.1,2.6
b,35,151.39,-130.24,131.17,1.653,0.059,-0.464,92.3,10.4,7.2
b,70,193.5,-217.64,215.34,1.444,-0.17,-0.182,103.5,19.3,17.9
b,30,197.22,-304,216.8,1.042,-0.273,-0.072,106.9,19.3,20.2
b,54,214.5,-381.09,168.58,0.503,-0.312,0.161,116.6,21.6,27.1
b,47,153.71,-276.11,37.54,-0.185,-0.575,0.261,107.7,15.4,28.1
b,50,32.25,-139.76,-46.63,0.251,-0.197,-0.12,104.6,9.2,18.8
b,50,-172.83,-109,-83.8,0.267,-0.336,0.257,98.4,-5.9,17.1
b,50,-312.18,-15.92,-87.89,0.261,-0.147,0.036,99.2,-21.5,12.7
b,53,-388.84,89.98,-94.72,0.268,0.004,-0.357,85.8,-35.7,-1.5
b,48,-312.97,120.19,-88.44,0.812,0.136,-1.221,80,-50.7,-5.7
b,50,-109.48,69.35,-25.45,0.996,0.186,-2.228,76.6,-56.2,-7
b,50,150.84,27.29,37.24,0.872,-0.189,-1.847,75.2,-48.7,-5.1
b,50,312.88,-92.94,62.93,0.616,-0.392,-1.184,79.8,-33,-2
b,51,355.61,-93.49,65.13,0.567,-0.595,-0.63,76.9,-17.9,-4.5
b,50,304.52,-49.67,77.58,0.696,-0.753,-0.384,73.4,-8.8,-3.6
b,52,155.05,24.91,111.64,0.499,-0.678,-0.091,66.7,-8.6,1
b,48,-37.4,2.03,136.36,0.409,-0.333,-0.048,64.2,-14.7,5.6
b,50,-186.14,18.75,143.13,0.176,-0.05,0.022,63.3,-24,12.8
b,56,-252.48,-31.24,112.49,-0.124,0.333,-0.335,53.1,-26,9.7
b,44,-187.79,26.07,32.35,-0.439,0.379,-0.748,40,-25.6,1.6
b,60,-80.24,40.23,-127.56,-0.427,0.104,-1.109,28.8,-25.1,-15.4
b,40,29.44,78.69,-212.64,0.32,-0.202,-1.284,23.9,-21.6,-31.4
b,50,140.89,65.2,-201.84,0.885,-0.582,-0.982,20.6,-14.6,-41.4
b,50,176.53,51.1,-125.55,0.933,-0.994,-0.458,18,-5.7,-47.7
b,50,97.25,14.42,-18.12,0.828,-1.054,-0.318,17.3,-0.9,-48.6
b,50,-0.9,57.14,67.94,0.67,-0.87,-0.228,17.8,-8.4,-40.2
b,50,-130.84,58.48,139.71,0.45,-0.615,-0.272,17.7,-20.1,-31.2
b,53,-216.9,93.09,156.38,0.396,-0.344,-0.346,16.7,-31.9,-24.5
b,47,-273.54,67.94,129.28,0.05,0.083,-0.668,12.1,-37,-27.9
b,54,-239.18,78.99,33.94,0.073,0.468,-0.984,7.3,-38.6,-31.8
b,46,-164.47,28.33,-97.77,-0.123,0.473,-1.318,4.3,-36.3,-41.3
b,50,-26.53,37.12,-213.38,0.374,0.366,-1.301,2.5,-37.6,-52
b,50,76.19,24,-246.52,0.669,0.31,-0.957,6.1,-26.5,-62.5
b,50,131,10.2,-210.14,0.947,0.241,-0.831,5.6,-19.9,-73
b,50,137.84,33.7,-135.68,0.979,0.078,-0.599,12.1,-10.5,-72.5
b,52,90.29,50.43,-45.35,0.892,-0.068,-0.503,17.1,-5.5,-68.1
b,48,37.56,91.26,22.83,0.82,-0.131,-0.424,20,-4.4,-61
b,51,-22.93,118.42,73.67,0.679,-0.151,-0.458,20.1,-6.3,-53.6
b,49,-84.45,200.45,100.71,0.716,-0.147,-0.408,17.6,-10.4,-45.8
b,50,-138.23,229.57,95.46,0.834,-0.07,-0.336,15.3,-15.4,-38.1
b,50,-180.22,209.36,63.6,0.962,0.009,-0.235,15.5,-20.6,-31.8
b,52,-184.86,165.97,36.62,0.956,0.087,-0.205,17.4,-24.9,-27.2
b,48,-144.51,120.19,-6.59,0.922,0.147,-0.247,20.8,-25.8,-25.6
b,51,-102.76,66.72,-22.64,1.135,0.146,-0.115,26.9,-25.3,-23.6
b,49,-53.45,-20.43,-2.13,1.266,0.1,-0.338,34.9,-23.1,-22.4
b,50,17.11,0.13,4.34,0.963,-0.016,0.092,42.3,-19,-18
b,50,-10.42,-27.09,-2.74,0.895,-0.012,0.213,48.6,-16.7,-13.4
b,63,-12.31,1.35,-3.41,0.987,0.001,0.067,54.2,-14.9,-11
b,37,5.63,0.26,-2.07,0.953,-0.022,0.051,59,-12.7,-9
b,58,8.32,4.41,0.25,0.982,-0.022,0.082,62.7,-10.5,-6.9
b,44,7.4,3.67,1.9,0.971,-0.01,0.063,66.1,-8.8,-5.2
b,52,5.45,1.66,0.37,0.977,0.003,0.051,69.2,-7.2,-4
b,46,2.64,1.11,0.49,0.978,-0.012,0.064,71.7,-6.1,-2.8
b,51,1.18,0.2,0.86,0.967,-0.006,0.07,73.8,-5.2,-1.7
b,50,-0.35,1.54,1.22,0.979,-0.012,0.064,75.6,-4.5,-0.9
Next Letter: c,,,,,,,,,,
c,43,-4.86,-7.13,-0.79,0.978,-0.008,0.068,85.4,-1.2,3.8
c,50,-1.26,-12.74,-1.09,0.985,-0.011,0.061,86.1,-1.2,3.7
c,51,-4.8,-8.65,-0.12,0.994,-0.006,0.045,86.7,-1.3,3.5
c,49,-9.32,-16.71,2.08,1.019,0.01,-0.111,86.9,-1.4,2.1
c,52,19.12,4.53,16.18,1.066,-0.019,-0.291,84.9,-0.5,0.2
c,50,63.56,-47.78,65.25,1.495,-0.055,-0.541,87.3,2.7,3.5
c,53,129.41,-135.12,138.07,1.5,-0.288,-0.428,94.4,9.6,10.8
c,53,136.49,-216.3,182.56,1.243,-0.513,-0.12,100.1,10.9,16.7
c,46,79.49,-311.69,188.11,1.082,-0.758,0.034,105.5,7.1,21.7
c,48,29.01,-382.8,151.92,0.713,-0.814,-0.169,111.4,0.1,23.3
c,50,-25.31,-338,154.79,0.62,-0.842,-0.366,114.1,-8.4,23.5
c,51,-98.31,-247.24,146.85,-0.128,-0.602,-0.459,106.3,-19.2,20.9
c,52,-68.52,-193.84,55.18,-0.277,0.118,-0.821,96.1,-18.2,9.7
c,48,20.04,-174.3,-53.65,-0.682,0.533,-0.862,104.5,-17.2,7.1
c,49,70.58,-93.55,-147.34,-0.472,0.444,-0.502,87.5,-6.8,-5.8
c,51,51.11,-74.51,-188.53,-0.152,0.152,-0.217,73.1,0.9,-19.9
c,50,-4.44,-39.17,-193.6,0.12,-0.052,-0.085,75.1,0.7,-29.5
c,54,-87.14,-16.96,-176.63,0.383,-0.439,-0.095,70.6,-10.6,-34.6
c,46,-137.92,30.83,-143.73,0.694,-0.824,-0.18,64.8,-21.8,-36.5
c,60,-145.55,92.11,-104.06,0.756,-0.981,-0.395,59.2,-30.5,-42.7
c,41,-140.73,108.35,-30.15,0.768,-1.156,-0.635,54.8,-36.3,-43.9
c,51,-139.26,121.04,54.57,0.761,-1.029,-0.942,48.6,-43.4,-41.2
c,48,-139.93,108.53,129.7,0.633,-0.594,-1.133,43.4,-50.1,-34.9
c,52,-117.78,81.98,145.33,0.439,-0.201,-1.175,36.3,-49.1,-33.4
