a,50,-2.3,0.93,-1.09,0.984,0.047,0.13,81.1,1.1,7.3
a,53,-0.59,0.38,-1.28,0.979,0.019,0.151,81.1,1.1,7.5
a,49,-0.59,2.27,0.31,0.978,0.01,0.126,81.2,1,7.5
a,50,-0.23,-2.8,0.61,0.997,0.037,0.129,81.5,1.1,7.5
a,52,-1.57,7.15,1.29,0.974,0.041,0.053,81.9,1.3,6.9
a,50,14.36,-19.15,8.85,1.271,0.077,-0.229,82.3,2.2,4.7
a,51,72.83,-73.11,94.18,2.062,0.071,-0.815,86,5.9,9.5
a,50,144.31,-303.15,174.26,2.087,0.022,-0.522,101.2,13.1,18.2
a,61,157.86,-363.27,219.43,1.627,-0.305,-0.206,123.3,22.8,31.6
a,40,132.59,-459.83,184.57,1.084,-0.612,-0.082,129.5,19.4,32.6
a,54,140.46,-490.71,91.01,0.578,-0.411,-0.4,139.4,18.4,27.5
a,47,139.24,-401.72,-62.92,-0.373,0.05,0.182,125.1,22.3,24.7
a,51,-25.62,-179.19,-173.7,-0.381,0.769,-0.139,110.2,27.1,12.1
a,51,-136.7,-155.51,-235.29,-0.104,0.472,0.408,99,24.4,6.1
a,51,-311.75,-58.76,-224.24,0.359,0.296,0.45,91.7,11.3,2.1
a,55,-456.4,-51.87,-212.52,0.551,0.591,0.137,86.7,-4.8,-6.7
a,49,-508.65,-112.96,-126.16,0.676,0.923,-0.501,92.3,-29.8,-12.9
a,49,-401.78,-91.54,-12.51,0.245,1.796,-2.448,96.7,-49.4,-13.5
a,53,-45.7,129.53,26.19,-0.211,1.612,-3.18,89.9,-51.9,-12.1
a,45,174.76,91.38,102.36,0.548,1.188,-2.607,85.8,-44,-7.5
a,51,377.4,-25.01,158.88,0.375,1.124,-1.875,87,-24.8,0.6
a,50,538.65,8.19,165.71,0.243,0.626,-0.852,75.6,7.1,-0.2
a,51,544.7,-106.68,145.69,0.255,-0.122,0.103,81,34.9,7.2
a,51,438.31,23.45,24.3,-0.235,-0.507,0.322,64.6,40.9,11.7
a,55,229.75,171.4,1.1,0.181,-0.455,1.086,48.2,42.1,19.8
a,63,-97.39,55.31,0.55,0.257,0.097,0.989,40.2,31.4,28.1
a,33,-389.32,119.52,64.46,0.368,0.647,0.647,34.1,21.9,31.8
a,51,-475.69,14.48,119.27,0.719,1.054,0.333,33.4,-2.3,37.9
a,50,-461.47,38.95,175.17,0.595,1.213,-0.706,31.4,-25.4,46.6
a,50,-350.51,176.4,167.18,-0.025,1.235,-2.055,22.6,-42.9,55
a,52,-142.13,89.49,88.87,-0.075,2.009,-2.863,18,-50.3,59.6
a,49,96.94,133.43,-17.33,-0.36,1.366,-2.751,11.4,-45.6,58.8
a,51,297.2,28.33,-102.9,0.384,0.725,-1.799,10,-30.4,53.5
a,52,446.92,-10.61,-145.99,0.514,0.343,-0.822,13.5,-3.2,31.1
a,49,507.77,-136.34,-171.81,0.735,-0.077,0.324,27,17.6,22.8
a,52,447.1,-139.64,-208.98,0.514,-0.287,0.835,33.6,32.3,18.4
a,49,278.28,-38.32,-224.91,0.869,-0.591,1.068,35.5,45.9,7.4
a,52,-3.95,33.89,-62.62,1.373,-1.135,0.905,33.7,45.7,4.1
a,50,-250.16,102.8,123.97,1.221,-0.786,0.478,28.6,33.2,10.3
a,49,-380.29,100.11,190.01,0.948,-0.261,-0.061,31.3,10.1,16.1
a,51,-352.83,-0.9,176.7,0.753,0.656,-0.849,31.3,-7.9,25.2
a,50,-230.82,-43.44,142.83,-0.227,1.046,-1.073,33.5,-19.4,32.3
a,51,-159.89,119.21,115.24,-0.066,0.45,-0.74,22.6,-18.8,23.7
a,51,-146.04,263.13,44.01,0.442,0.215,-0.597,13.1,-19.9,14.5
a,50,-150.13,271.98,-2.44,0.838,-0.064,-0.336,9.7,-23.9,8.9
a,51,-154.64,201.31,-23.98,1.272,0.166,-0.492,9.7,-26,3.4
a,51,-112.9,252.82,-20.63,1.086,-0.073,-0.541,6.8,-27.5,-2
a,61,-51.37,250.93,-21.6,1.4,-0.051,-0.548,3,-26.3,-6
a,69,13.51,131.6,-30.03,1.201,-0.065,-0.538,4.7,-22,-10.5
a,26,53.97,29.13,8.43,1.521,0.038,-0.484,4,-20.6,-10.3
a,56,61.48,-40.03,12.58,0.803,-0.079,-0.045,17.8,-15.4,-8.6
a,62,8.93,15.21,12.15,1.073,0.102,-0.023,27,-11.8,-6.9
a,58,-3.16,-7.43,8.55,0.934,0.096,0.023,35.9,-9.3,-5.2
a,27,-12.31,-8.65,-2.19,0.948,0.137,0.004,43,-7,-4.4
a,55,-12.86,14.17,-2.19,0.929,0.04,-0.002,49,-6.2,-3.9
a,67,-8.04,10.88,-2.86,1.023,0.053,0.059,53.9,-5.2,-3
a,96,-2.24,7.58,-2.19,0.981,0.052,0.1,57.7,-4.2,-1.8
a,20,-4.13,7.52,-1.52,1.024,0.107,0.063,61.4,-2.7,-1.1
a,37,-0.04,-1.21,-0.36,0.991,0.095,0.033,64.8,-1.5,-0.6
a,27,1.3,3.25,-1.58,0.97,0.082,0.042,67.7,-0.5,-0.2
Next Letter: b,,,,,,,,,,
b,57,0.87,1.72,-2.8,0.969,0.065,0.039,83.7,4.1,2.2
b,44,2.03,-0.9,-1.03,0.981,0.081,0.024,84,4.3,2.1
b,52,1.18,0.81,0.37,0.992,0.058,0.012,84.3,4.2,1.9
b,50,-6.08,-10.49,3.3,1.009,0.103,-0.082,84.5,4.2,1
b,50,4.84,16.19,5.56,1.053,0.096,-0.306,82.1,4.5,-1.3
b,51,68.87,-74.94,50.17,1.747,0.261,-0.798,85.9,8,1.3
